N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r7-n14-e3] - revision: 95e4f03f65
[d0/c1e029] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891021_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[38/d650ba] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940731_20180210_01_T1)
[b3/5564d5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060918_20161118_01_T1)
[cc/7cbb87] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890802_20180210_01_T1)
[3c/51eb5f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910621_20180219_01_T1)
[0c/f1faa5] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20021118_20170127_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[42/bf180a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880714_20170613_01_T1)
[bc/fb9796] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19911011_20180210_01_T1)
[5c/44f7cc] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19850127_20171213_01_T1)
[0b/3ad860] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880425_20170613_01_T1)
[1d/c5d1c3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940731_20181022_01_T1)
[cc/1f9f7d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900415_20180210_01_T1)
[52/e1d092] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930322_20180301_01_T1)
[ce/ff554f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950515_20180210_01_T1)
[dd/8eb123] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930525_20180210_01_T1)
[4c/1a3b6d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900906_20171208_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[ac/317d12] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880612_20180210_01_T1)
[c2/4726c4] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20050110_20170116_01_T1)
[1a/5208da] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19931219_20180210_01_T1)
[28/ec26e4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981030_20180727_01_T1)
[a2/600264] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19990907_20170217_01_T1)
[07/68227d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920623_20170908_01_T1)
[e6/1d32d2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841124_20171213_01_T1)
[9a/ed50c8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050510_20180501_01_T1)
[e2/1e43b5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920725_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[11/e79162] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840921_20171213_01_T1)
[73/93f0dd] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860420_20180210_01_T1)
[ab/900a7d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990219_20180210_01_T1)
[85/27b75b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860319_20180210_01_T1)
[39/7af643] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900226_20180210_01_T1)
[1c/45f437] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000129_20170213_01_T1)
[e9/82d994] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990526_20180210_01_T1)
[0a/66eba3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890223_20180112_01_T1)
[db/33000a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970520_20180210_01_T1)
[7e/d466e5] Submitted process > preprocessing:preprocess (LT04_L1TP_183035_19910901_20170126_01_T1)
[a2/251439] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020211_20180312_01_T1)
[31/d52d3b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20061028_20170106_01_T1)
[5e/81c19f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980811_20171215_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[5a/ce7d28] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860114_20180210_01_T1)
[cc/912d21] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920216_20171214_01_T1)
[a1/fb417f] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000214_20170213_01_T1)
[c8/5287e8] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20011014_20170202_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[58/1cc985] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19920826_20171214_01_T1)
[11/c0f02c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050408_20180311_01_T1)
[32/7be69f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000105_20171212_01_T1)
[36/8a697b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881119_20180210_01_T1)
[2d/ffcc42] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20050814_20180127_01_T1)
[16/126784] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960805_20180210_01_T1)
[fe/a21b5b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940613_20180210_01_T1)
[85/b205d8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010328_20180827_01_T1)
[6f/39d9b6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000121_20171214_01_T1)
[fd/101c42] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060310_20180310_01_T1)
[c6/ca2cf3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000613_20171212_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[9b/2aea08] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19910824_20180210_01_T1)
[22/1e997f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19911112_20171214_01_T1)
[6d/e8df6c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19861114_20170216_01_T1)
[37/535237] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040225_20170122_01_T1)
[22/40c4f0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060222_20180311_01_T1)
[32/738073] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030809_20161205_01_T1)
[9c/11afb0] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19871117_20180210_01_T1)
[66/535eb2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900517_20180301_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[f8/c9e02f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19931101_20180210_01_T1)
[f4/319c80] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19991204_20171214_01_T1)
[c3/32aa63] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020118_20170201_01_T1)
[d4/2f5128] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000301_20170213_01_T1)
[08/4abc9c] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040904_20170119_01_T1)
[f8/361604] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010304_20170206_01_T1)
[69/fcbc53] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20001230_20170208_01_T1)
[e8/617ee7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900109_20180210_01_T1)
[66/2b9860] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891224_20180613_01_T1)
[1e/a9f1ea] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19961125_20180210_01_T1)
[fb/ac29ca] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19990721_20170218_01_T1)
[11/b672c2] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940325_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[18/ad208c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20001104_20171210_01_T1)
[b2/edbe65] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860130_20180210_01_T1)
[29/b5eed1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19971027_20171208_01_T1)
[57/0c3278] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000707_20170211_01_T1)
[9b/0ab5c5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19840703_20171213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[a9/238caf] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19881018_20180210_01_T1)
[85/82f3ce] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19871219_20180210_01_T1)
[8e/816ff5] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870813_20170211_01_T1)
[29/352707] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930626_20170717_01_T1)
[67/50f126] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19980928_20170908_01_T1)
[ae/627532] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010507_20170205_01_T1)
[22/f67a35] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950328_20180302_01_T1)
[71/0e0d9c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19891106_20180210_01_T1)
[21/a2e1c3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19841210_20171213_01_T1)
[d9/bfcef9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19941003_20180210_01_T1)
[4c/6cd782] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000512_20180501_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[02/de763d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19860927_20180430_01_T1)
[f5/5583d8] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940901_20180210_01_T1)
[b6/8cbe78] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19981201_20170504_01_T1)
[f7/cd7250] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900501_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[54/a9eb47] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000402_20170212_01_T1)
[c8/4712fb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900704_20180210_01_T1)
[18/3bdd77] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940205_20180210_01_T1)
[8a/24eb6e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940715_20190714_01_T1)
[22/3ae6ad] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19970128_20180210_01_T1)
[bd/59dc70] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20000113_20170215_01_T1)
[f9/649b9f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20000426_20171210_01_T1)
[66/e02998] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20041022_20170118_01_T1)
[e0/ec9cb3] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19900125_20180210_01_T1)
[f5/cf28b7] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20040320_20180310_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[ff/76230b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880104_20171209_01_T1)
[c7/eea85b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19951006_20180210_01_T1)
[ba/e4c0a6] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030910_20161204_01_T1)
[81/33a32e] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960330_20180210_01_T1)
[da/941a35] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19950803_20180210_01_T1)
[b4/96931c] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20030902_20170124_01_T1)
[23/89cb69] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20030708_20161205_01_T1)
[44/c2fc6f] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930728_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[e3/015d5b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19930423_20180210_01_T1)
[e7/48543d] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20040718_20170120_01_T1)
[8d/cf64c4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19990830_20180210_01_T1)
[23/82b72b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010803_20180501_01_T1)
[e6/0b2033] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010710_20170204_01_T1)
[6d/ce73e9] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060513_20180309_01_T1)
[59/87bf28] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19990705_20170218_01_T1)
[e4/8f018c] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20010819_20170921_01_T1)
[ef/3cd46d] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19960602_20180210_01_T1)
[b0/a3038e] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20031121_20170123_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[c9/ba07c4] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890701_20180210_01_T1)
[3a/1934f1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880831_20180301_01_T1)
[13/b7a374] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19880730_20180112_01_T1)
[40/1388df] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010624_20170204_01_T1)
[97/03150a] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19890514_20180112_01_T1)
[08/afe66e] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20060825_20170107_01_T1)
[c5/f79309] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20020806_20180624_01_T1)
[cf/94dfdb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20060630_20180309_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[e5/4cd481] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20041225_20170116_01_T1)
[9d/3982e0] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20010827_20170203_01_T1)
[ee/3d118b] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19991001_20171214_01_T1)
[11/37e995] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19911027_20180210_01_T1)
[53/38b246] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19940426_20180210_01_T1)
[ee/d36dfb] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_19870610_20170212_01_T1)
[5b/e5597d] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20020611_20170129_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[4c/5124c5] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_20021017_20170127_01_T1)
[24/74c02b] Submitted process > preprocessing:preprocess (LE07_L1TP_183035_19991212_20170215_01_T1)
[05/8f85d1] Submitted process > preprocessing:preprocess (LT05_L1TP_183035_20001120_20171210_01_T1)
